"name","clone_url","open_issues","url"
"manage-assignment-categories","https://github.com/byuitechops/manage-assignment-categories.git",0,"https://github.com/byuitechops/manage-assignment-categories"
"find-duplicate-files","https://github.com/byuitechops/find-duplicate-files.git",0,"https://github.com/byuitechops/find-duplicate-files"
"module-item-requirements","https://github.com/byuitechops/module-item-requirements.git",0,"https://github.com/byuitechops/module-item-requirements"
"textbook-access","https://github.com/byuitechops/textbook-access.git",0,"https://github.com/byuitechops/textbook-access"
"fix-equella-links","https://github.com/byuitechops/fix-equella-links.git",0,"https://github.com/byuitechops/fix-equella-links"
"d2l-replace-end-of-course-evaluation-links","https://github.com/byuitechops/d2l-replace-end-of-course-evaluation-links.git",0,"https://github.com/byuitechops/d2l-replace-end-of-course-evaluation-links"
"update-canvas-pages","https://github.com/byuitechops/update-canvas-pages.git",1,"https://github.com/byuitechops/update-canvas-pages"
"random-sections-check","https://github.com/byuitechops/random-sections-check.git",0,"https://github.com/byuitechops/random-sections-check"
"mismatched-quiz-points","https://github.com/byuitechops/mismatched-quiz-points.git",0,"https://github.com/byuitechops/mismatched-quiz-points"
"question-count","https://github.com/byuitechops/question-count.git",0,"https://github.com/byuitechops/question-count"
"quiz-time-limit","https://github.com/byuitechops/quiz-time-limit.git",0,"https://github.com/byuitechops/quiz-time-limit"
"toggl-collection","https://github.com/byuitechops/toggl-collection.git",0,"https://github.com/byuitechops/toggl-collection"
"sandboxness","https://github.com/byuitechops/sandboxness.git",0,"https://github.com/byuitechops/sandboxness"
"build-file-structure","https://github.com/byuitechops/build-file-structure.git",2,"https://github.com/byuitechops/build-file-structure"
"campus-standard-modules","https://github.com/byuitechops/campus-standard-modules.git",0,"https://github.com/byuitechops/campus-standard-modules"
"regex-from-number-range","https://github.com/byuitechops/regex-from-number-range.git",0,"https://github.com/byuitechops/regex-from-number-range"
"unassociated-grade-items","https://github.com/byuitechops/unassociated-grade-items.git",0,"https://github.com/byuitechops/unassociated-grade-items"
"csv-html-splitter","https://github.com/byuitechops/csv-html-splitter.git",0,"https://github.com/byuitechops/csv-html-splitter"
"program-visualization","https://github.com/byuitechops/program-visualization.git",3,"https://github.com/byuitechops/program-visualization"
"drive","https://github.com/byuitechops/drive.git",0,"https://github.com/byuitechops/drive"
"csv-reducer","https://github.com/byuitechops/csv-reducer.git",0,"https://github.com/byuitechops/csv-reducer"
"katana-firebase-functions","https://github.com/byuitechops/katana-firebase-functions.git",0,"https://github.com/byuitechops/katana-firebase-functions"
"mid-course-evaluation-links","https://github.com/byuitechops/mid-course-evaluation-links.git",0,"https://github.com/byuitechops/mid-course-evaluation-links"
"remove-dateless-events","https://github.com/byuitechops/remove-dateless-events.git",0,"https://github.com/byuitechops/remove-dateless-events"
"csv-converter-maple-ta","https://github.com/byuitechops/csv-converter-maple-ta.git",2,"https://github.com/byuitechops/csv-converter-maple-ta"
"canvas-course-exporter","https://github.com/byuitechops/canvas-course-exporter.git",2,"https://github.com/byuitechops/canvas-course-exporter"
"firebase-database-exporter","https://github.com/byuitechops/firebase-database-exporter.git",0,"https://github.com/byuitechops/firebase-database-exporter"
"grid-icons","https://github.com/byuitechops/grid-icons.git",0,"https://github.com/byuitechops/grid-icons"
"canvas-course-list-generator","https://github.com/byuitechops/canvas-course-list-generator.git",0,"https://github.com/byuitechops/canvas-course-list-generator"
"canvas-course-active-nav-tabs","https://github.com/byuitechops/canvas-course-active-nav-tabs.git",0,"https://github.com/byuitechops/canvas-course-active-nav-tabs"
"canvas-quiz-getter","https://github.com/byuitechops/canvas-quiz-getter.git",0,"https://github.com/byuitechops/canvas-quiz-getter"
"course-structure-to-csv","https://github.com/byuitechops/course-structure-to-csv.git",0,"https://github.com/byuitechops/course-structure-to-csv"
"byui-toolbox-markdown-documentation","https://github.com/byuitechops/byui-toolbox-markdown-documentation.git",0,"https://github.com/byuitechops/byui-toolbox-markdown-documentation"
"canvas-link-finder","https://github.com/byuitechops/canvas-link-finder.git",0,"https://github.com/byuitechops/canvas-link-finder"
"update-course-images","https://github.com/byuitechops/update-course-images.git",0,"https://github.com/byuitechops/update-course-images"
"run-link-validator","https://github.com/byuitechops/run-link-validator.git",0,"https://github.com/byuitechops/run-link-validator"
"canvas-everything-finder","https://github.com/byuitechops/canvas-everything-finder.git",0,"https://github.com/byuitechops/canvas-everything-finder"
"course-has-content","https://github.com/byuitechops/course-has-content.git",1,"https://github.com/byuitechops/course-has-content"
"create-feedback-module-items","https://github.com/byuitechops/create-feedback-module-items.git",0,"https://github.com/byuitechops/create-feedback-module-items"
"array-functions-ES6-ES5","https://github.com/byuitechops/array-functions-ES6-ES5.git",1,"https://github.com/byuitechops/array-functions-ES6-ES5"
"pristine-gauntlet-cleaner","https://github.com/byuitechops/pristine-gauntlet-cleaner.git",0,"https://github.com/byuitechops/pristine-gauntlet-cleaner"
"d2l-to-canvas-conversion-folder-setup","https://github.com/byuitechops/d2l-to-canvas-conversion-folder-setup.git",0,"https://github.com/byuitechops/d2l-to-canvas-conversion-folder-setup"
"repository-status-page","https://github.com/byuitechops/repository-status-page.git",0,"https://github.com/byuitechops/repository-status-page"
"project-documentation-generator","https://github.com/byuitechops/project-documentation-generator.git",0,"https://github.com/byuitechops/project-documentation-generator"
"city-organizer-old","https://github.com/byuitechops/city-organizer-old.git",0,"https://github.com/byuitechops/city-organizer-old"
"delete-me","https://github.com/byuitechops/delete-me.git",0,"https://github.com/byuitechops/delete-me"
"update-course-images-child","https://github.com/byuitechops/update-course-images-child.git",0,"https://github.com/byuitechops/update-course-images-child"
"generator-byui","https://github.com/byuitechops/generator-byui.git",10,"https://github.com/byuitechops/generator-byui"
"cs225-htmlbook-generator","https://github.com/byuitechops/cs225-htmlbook-generator.git",0,"https://github.com/byuitechops/cs225-htmlbook-generator"
"canvas-quiz-question-to-markdown","https://github.com/byuitechops/canvas-quiz-question-to-markdown.git",0,"https://github.com/byuitechops/canvas-quiz-question-to-markdown"
"attach-rubrics","https://github.com/byuitechops/attach-rubrics.git",0,"https://github.com/byuitechops/attach-rubrics"
"quiz-images","https://github.com/byuitechops/quiz-images.git",0,"https://github.com/byuitechops/quiz-images"
"mapleta-automate-setup","https://github.com/byuitechops/mapleta-automate-setup.git",0,"https://github.com/byuitechops/mapleta-automate-setup"
"Delete-This","https://github.com/byuitechops/Delete-This.git",0,"https://github.com/byuitechops/Delete-This"
"canvas-copy-groups-wrapper","https://github.com/byuitechops/canvas-copy-groups-wrapper.git",0,"https://github.com/byuitechops/canvas-copy-groups-wrapper"
"canvas-publish-courses","https://github.com/byuitechops/canvas-publish-courses.git",0,"https://github.com/byuitechops/canvas-publish-courses"
"class-email-list","https://github.com/byuitechops/class-email-list.git",0,"https://github.com/byuitechops/class-email-list"
"canvas-get-scaled-courses","https://github.com/byuitechops/canvas-get-scaled-courses.git",0,"https://github.com/byuitechops/canvas-get-scaled-courses"
"quiz-question-type-corrector","https://github.com/byuitechops/quiz-question-type-corrector.git",0,"https://github.com/byuitechops/quiz-question-type-corrector"
"canvas-quiz-data-reporter","https://github.com/byuitechops/canvas-quiz-data-reporter.git",0,"https://github.com/byuitechops/canvas-quiz-data-reporter"
"fix-multi-select-questions","https://github.com/byuitechops/fix-multi-select-questions.git",1,"https://github.com/byuitechops/fix-multi-select-questions"
"fix-ordering-questions","https://github.com/byuitechops/fix-ordering-questions.git",0,"https://github.com/byuitechops/fix-ordering-questions"
"canvas-course-list-getter-archive","https://github.com/byuitechops/canvas-course-list-getter-archive.git",1,"https://github.com/byuitechops/canvas-course-list-getter-archive"
"html-text-searcher","https://github.com/byuitechops/html-text-searcher.git",0,"https://github.com/byuitechops/html-text-searcher"
"course-visualization","https://github.com/byuitechops/course-visualization.git",14,"https://github.com/byuitechops/course-visualization"
"puppeteer-canvas-login","https://github.com/byuitechops/puppeteer-canvas-login.git",2,"https://github.com/byuitechops/puppeteer-canvas-login"
"d2l-gradebook-csv-to-canvas-gradebook-csv","https://github.com/byuitechops/d2l-gradebook-csv-to-canvas-gradebook-csv.git",0,"https://github.com/byuitechops/d2l-gradebook-csv-to-canvas-gradebook-csv"
"project-life-cycle","https://github.com/byuitechops/project-life-cycle.git",0,"https://github.com/byuitechops/project-life-cycle"
"read-in-csv","https://github.com/byuitechops/read-in-csv.git",0,"https://github.com/byuitechops/read-in-csv"
"canvas-cross-list","https://github.com/byuitechops/canvas-cross-list.git",0,"https://github.com/byuitechops/canvas-cross-list"
"github-to-tfs","https://github.com/byuitechops/github-to-tfs.git",0,"https://github.com/byuitechops/github-to-tfs"
"test-repo","https://github.com/byuitechops/test-repo.git",1,"https://github.com/byuitechops/test-repo"
"syllabus-search","https://github.com/byuitechops/syllabus-search.git",0,"https://github.com/byuitechops/syllabus-search"
"get-accounts","https://github.com/byuitechops/get-accounts.git",0,"https://github.com/byuitechops/get-accounts"
"course-diff-checker","https://github.com/byuitechops/course-diff-checker.git",0,"https://github.com/byuitechops/course-diff-checker"
"canvas-enroll-teachers","https://github.com/byuitechops/canvas-enroll-teachers.git",0,"https://github.com/byuitechops/canvas-enroll-teachers"
"canvas-link-validator-runner","https://github.com/byuitechops/canvas-link-validator-runner.git",0,"https://github.com/byuitechops/canvas-link-validator-runner"
"canvas-items-report","https://github.com/byuitechops/canvas-items-report.git",0,"https://github.com/byuitechops/canvas-items-report"
"parse-katana-firebase-reports","https://github.com/byuitechops/parse-katana-firebase-reports.git",0,"https://github.com/byuitechops/parse-katana-firebase-reports"
"schedule-scripts","https://github.com/byuitechops/schedule-scripts.git",0,"https://github.com/byuitechops/schedule-scripts"
"d2l-fdrel250-data-extraction","https://github.com/byuitechops/d2l-fdrel250-data-extraction.git",0,"https://github.com/byuitechops/d2l-fdrel250-data-extraction"
"the-wall-of-the-fallen","https://github.com/byuitechops/the-wall-of-the-fallen.git",0,"https://github.com/byuitechops/the-wall-of-the-fallen"
"canvas-enroll-students","https://github.com/byuitechops/canvas-enroll-students.git",0,"https://github.com/byuitechops/canvas-enroll-students"
"byui-node-release","https://github.com/byuitechops/byui-node-release.git",0,"https://github.com/byuitechops/byui-node-release"
"canvas-missing-groups","https://github.com/byuitechops/canvas-missing-groups.git",1,"https://github.com/byuitechops/canvas-missing-groups"
"check-user-sis-ids","https://github.com/byuitechops/check-user-sis-ids.git",0,"https://github.com/byuitechops/check-user-sis-ids"
"campus-cornerstone-correct-term","https://github.com/byuitechops/campus-cornerstone-correct-term.git",0,"https://github.com/byuitechops/campus-cornerstone-correct-term"
"course-settings-checker","https://github.com/byuitechops/course-settings-checker.git",0,"https://github.com/byuitechops/course-settings-checker"
"canvas-theme-status","https://github.com/byuitechops/canvas-theme-status.git",0,"https://github.com/byuitechops/canvas-theme-status"
"canvas-find-accordions","https://github.com/byuitechops/canvas-find-accordions.git",0,"https://github.com/byuitechops/canvas-find-accordions"
"training-city-organizer","https://github.com/byuitechops/training-city-organizer.git",0,"https://github.com/byuitechops/training-city-organizer"
"ecen160-html-quiz-tool-conversion","https://github.com/byuitechops/ecen160-html-quiz-tool-conversion.git",0,"https://github.com/byuitechops/ecen160-html-quiz-tool-conversion"
"ecen160-helper-page-css-fix","https://github.com/byuitechops/ecen160-helper-page-css-fix.git",0,"https://github.com/byuitechops/ecen160-helper-page-css-fix"
"canvas-feedback-popup","https://github.com/byuitechops/canvas-feedback-popup.git",0,"https://github.com/byuitechops/canvas-feedback-popup"
"canvas-course-list-getter","https://github.com/byuitechops/canvas-course-list-getter.git",0,"https://github.com/byuitechops/canvas-course-list-getter"
"canvas-question-bank-renamer","https://github.com/byuitechops/canvas-question-bank-renamer.git",0,"https://github.com/byuitechops/canvas-question-bank-renamer"
"fire-nation-canvas-to-csv","https://github.com/byuitechops/fire-nation-canvas-to-csv.git",0,"https://github.com/byuitechops/fire-nation-canvas-to-csv"
"air-nomads-canvas-to-CSV","https://github.com/byuitechops/air-nomads-canvas-to-CSV.git",0,"https://github.com/byuitechops/air-nomads-canvas-to-CSV"
"fix-textbook-audit-csv","https://github.com/byuitechops/fix-textbook-audit-csv.git",0,"https://github.com/byuitechops/fix-textbook-audit-csv"
"fire-nation-project2","https://github.com/byuitechops/fire-nation-project2.git",0,"https://github.com/byuitechops/fire-nation-project2"
"water-tribe-canvas-to-csv","https://github.com/byuitechops/water-tribe-canvas-to-csv.git",0,"https://github.com/byuitechops/water-tribe-canvas-to-csv"
"earth-kingdom-canvas-to-csv","https://github.com/byuitechops/earth-kingdom-canvas-to-csv.git",0,"https://github.com/byuitechops/earth-kingdom-canvas-to-csv"
"earth-kingdom-project2","https://github.com/byuitechops/earth-kingdom-project2.git",0,"https://github.com/byuitechops/earth-kingdom-project2"
"air-nomads-project2","https://github.com/byuitechops/air-nomads-project2.git",0,"https://github.com/byuitechops/air-nomads-project2"
"air-nomads-project-2-testz","https://github.com/byuitechops/air-nomads-project-2-testz.git",0,"https://github.com/byuitechops/air-nomads-project-2-testz"
"earth-kingdom-hello-world-audit","https://github.com/byuitechops/earth-kingdom-hello-world-audit.git",0,"https://github.com/byuitechops/earth-kingdom-hello-world-audit"
"canvas-api-wrapper-csharp","https://github.com/byuitechops/canvas-api-wrapper-csharp.git",0,"https://github.com/byuitechops/canvas-api-wrapper-csharp"
"audit-early-documentation","https://github.com/byuitechops/audit-early-documentation.git",0,"https://github.com/byuitechops/audit-early-documentation"
"group-audit","https://github.com/byuitechops/group-audit.git",0,"https://github.com/byuitechops/group-audit"
"get-new-gradebook-data","https://github.com/byuitechops/get-new-gradebook-data.git",0,"https://github.com/byuitechops/get-new-gradebook-data"
"Online Development Archive","https://github.com/byuitechops/Online-Development-Archive.git",1,"https://github.com/byuitechops/Online-Development-Archive"
